2531966,20220308/LC0CG4CF3J0050107-vin_android_1646723926338_b0b512aa4f514651b34368abb41a7190.jpg,LC0CG4CF3J0050107,7961,2022-03-08 15:18:45,"比亚迪汽车工业有限公司
 品牌
 比亚迪
 制造
 制造国中国
 整车型号BYD6470MT2
 乘坐人数
 制造年月
 2018年04
 
 7
 发动机型号
 月
 BYD476ZQA
 发动机排量
 1497mL
 发动机最大净功率105kW
 车辆识别代号
 LC0CG4CF3J0050107
 最大允许总质量
 2300kg",4000
2531965,20220308/LFP83ACC7E1D06915-vin_android_1646723927885_c3c558b247be46aaa2edc16596a9b3fe.jpg,LFP83ACC7E1D06915,6878,2022-03-08 15:18:44,"制造国：中国
 生产厂：中国第一汽车集团公司
 制造
 车辆识别代号：LFP83ACC7E1D06915
 品牌：一汽牌
 整车型号：CA7165MT5G1
 乘坐人数：5
 最大允许总质量：1775kg
 发动机型号：BWH
 发动机最大净功率：72kW
 发动机排量：1.595L
 生产日期：2014年1月",4090
2531964,20220308/WDCDA6CB9JB100340-vin_android_1646724122142_8bfd0bc6b0b34f24a77c3f33f457b417.jpg,WDCDA6CB9JB100340,0,2022-03-08 15:18:43,"中华人民共和国机动车行驶证
 Vehicle License ofthe Peoples Republic ofChina
 号牌号码湘A7960L
 车辆美型
 小型越野客车
 Piate No.
 Vehicle TyPe
 所有人李
 Ownel
 湖南智长莎重大区艾源街道金汇社区新建路电美域16
 仕
 加
 Address
 株一勇元202
 便用生质非营运
 品牌型号梅赛德斯一奔驰WDCDA6CB
 Use Character
 Model
 湖南省长沙
 车辆识别代号
 WDCDA6CB9JB10034G
 VIN
 市公安局交
 发动机号码
 27682130804289
 Engine No
 通警蔡支
 法册日期
 发证日期2018-05-28
 2018-05-28
 RegislerDate
 IssueDate",1000
2531963,20220308/LMGAA1C54G1257675-vin_ios_1646723920823_64825.jpg,LMGAA1C54G1257675,9306,2022-03-08 15:18:41,"车有
 广州汽车集团乘用车有限公司
 *LMGAA1C54G1257675*型号：GAC6450A2C5
 制造
 品牌：传祺（Trumpchi）
 最大允许总质量：1900kg
 发动机排量：1325ml
 乘坐人数：5人
 发动机型号：4A13M1
 制造年月：2016年10月
 发动机最大净功率：93kW
 制造国：中国",4090
2531962,20220308/JNKAS15F3AM200302-vin_android_1646723916899_80f0777d20f04c5298e3a4dfb8418cb8.jpg,JNKAS15F3AM200302,0,2022-03-08 15:18:41,"NISSAN MOTOR CO.LTD
 INFINITI
 TLTNLWLS51EXADE4
 JNKAS15F3AM200302
 VQ35
 JAPAN
 发动机型号
 制造国
 3498
 TOGHIGI
 发动机排量
 244
 2505
 Kg
 额定功率
 4
 2010
 5人
 制造年月
 月
 -B-P-
 NAE P
 适用型式",4090
2531961,20220308/VF34B5FT5AS336331-vin_android_1646723914276_4b8c6d4659474df5b3381e2b4598ad53.jpg,VF34B5FT5AS336331,0,2022-03-08 15:18:37,"标致 PEUGEOT308CC
 VF34B5FT5AS336331
 整车型号
 4B5FT
 发动机型号
 5FT
 发动机排量
 1598ml
 最大设计总质量
 1955kg
 额定功率103kW乘员数
 制造日期
 12-2010
 法国标致雪铁龙集团索辛工厂制造
 200358026",4000
2531960,20220308/13WEF4A55KF462261-vin_android_1646723916084_bd860bd4b99c4aa6bfbb30a9920fc852.jpg,LGWEF4A55KF462261,18484,2022-03-08 15:18:37,"HAVAL中国
 长城汽车股份有限公司制造
 车辆识别代号：LGWEF4A55KF462261
 整车型号：CC6462RM06
 发动机型号：GW4G15B
 发动机最大净功率：105kW
 品牌：哈弗牌
 乘坐人数：5人
 最大允许总质量：2100kg
 制造年月：2019-03
 发动机排量：1497mL",4090
2531959,20220308/LVSHCFMB8DE231958-vin_android_1646723916417_0cdf2c594b204ec386420001b2468151.jpg,LVSHCFMB8DE231958,15699,2022-03-08 15:18:36,"中国·长安福特汽车有限公司制造
 ☆LVSHCFMB8DE231958☆
 C6
 品牌福克斯牌型号CAF7163M4
 发动机型号
 1661kg
 发动机排量/最大净功率1.6L/92kW
 乘坐人数5
 最大允许总质量
 制造年月2013-04",4090
2531958,20220308/LJNMFW2Y8JN100965-vin_android_1646723912476_635571650b0c44b48aaf2163d89b5aaa.jpg,LJNMFW2Y3JN100963,29299,2022-03-08 15:18:37,"号牌量
 车辆型
 吉GBT877
 小型普通客车
 Velicle TyPe
 
 5
 整定载人数
 有人
 手籁
 制
 整备质量
 1
 吉林拿古城市桃北区幸福街道乘六组
 Ar
 外员寸
 重菲营运
 便用1
 品牌型号
 日产牌ZN649012K5A
 生
 Model
 20
 3
 吉林省城
 车辆识别代号
 LJNMFW2Y3JN100963
 VIN
 市公安交
 发动机号码
 366030D
 金验识号
 Engine No
 生日期2819-03-07
 鹿备蔡支
 发证日期
 2019-06-13
 20
 E号
 IssueDate",1000
2531957,20220308/LVGAB3JB7BY015922-vin_android_1646723914068_fbc804a68a0b4077939a22b7967c8de6.jpg,LFP83ACC7E1D06915,6878,2022-03-08 15:18:36,"制造国：中国
 生产厂：中国第一汽车集团公司
 制造
 车辆识别代号：LFP83ACC7E1D06915
 品牌：一汽牌
 整车型号：CA7165MT5G1
 乘坐人数：5
 最大允许总质量：1775kg
 发动机型号：BWH
 发动机最大净功率：72kW
 发动机排量：1.595L
 生产日期：2014年1月",4090
2531956,20220308/JTMHU01JXJ4166941-vin_ios_1646723899118_91866.jpg,JTMHU01JXJ4166941,0,2022-03-08 15:18:20,"中华人民共和国机动车行驶证
 Vehicie License ofthe Peoples Republic ofChina
 菱B2YM75
 车辆英型
 小型越野客
 号牌
 型
 Vehicle Type
 Plate
 马银装
 所有人
 Owne
 河北名唐山市吉尼制区工菱场勒部速质区149号
 仕
 月
 Aaares
 非营运
 品牌型号
 陆地鹰洋期3956CC越野车
 便用性质
 Model
 UseChs
 cle
 车辆识别代号
 JTKHU01JXJ416694
 河北省唐山
 VIN
 发动机号码
 1GRB772423
 市公安同交
 Engine No
 型日型2019-03-01证日期
 通警蔡支
 7
 2019-03-0
 Issue Date
 RegisterDate",1090
2531955,20220308/LSYAFAAA9JG200125-vin_android_1646723896755_c6389bdd3cb8407fbe440416473f8b38.jpg,LSYAFAAA9JG200125,23346,2022-03-08 15:18:18,"中国沈阳华晨金杯汽车有限公司制造
 辆识别代号（VIN）LSYAFAAA9JG200125
 牌金杯牌
 号
 整车型号 SY6450K1SBW
 发动机型号 DLCG14
 发动机排量1.499L
 发动机最大净功率75KW
 整车整备质量1230KG
 最大允许总质量
 1980KG
 乘坐人数
 5
 出厂编号200125
 制造年月
 201801",4000
2531954,20220308/LVZKR31B6GC166357-vin_android_1646723891072_1317491eb1a64962aa5775cfcdaa381d.jpg,LVZKR31B6GC166357,0,2022-03-08 15:18:16,"东风小康汽车有限公司
 DFSKMOTORCO.LTD
 中国制造
 品牌与型号东风牌DXK1021TKF9
 MADE IN CHINA
 选装项编码
 车辆识别代号
 LVZKR31B6GC166357
 发动机型号
 DK15-10
 整车整备质量
 发动机最大净功率
 1050
 78
 kg
 KW最大允许总质量
 最大允许牵引质量
 2235
 kg制造年月2016/12
 kg",4000
2531953,20220308/LFP73ACC5C5B37978-vin_android_1646723896656_c9bd2f18dba84af5a04499c2c136b1b4.jpg,LFP73ACC5C5B37978,34756,2022-03-08 15:18:19,"牌型
 蒙志牌CA7150BUE4
 MA
 1
 辆识别代号
 LFP73ACC5C5B37978
 发动机号码
 MC310457
 Engine No
 发日期2012-12-06
 111012012-12-06
 IsieDal
 RerislerDale",1000
2531952,20220308/LSVNY4BR3JN033383-vin_android_1646723894574_e8d42e8ed84f4f77b990aeeeeef437e4.jpg,LSVNY4BR3JN033383,10268,2022-03-08 15:18:16,"大众汽车（VOLKSWAGEN）牌
 乘坐人数
 SVW71612GH
 5
 整车型号
 发动机排量
 1598
 mL
 发动机型号CPD
 最大允许总质量1595kg制造年月2018-02
 81kW
 制造国厂中国
 发动机最大净功率
 LSVNY4BR3JN033383
 车辆识别代号
 制制造
 上汽大众汽车有限公",4000
2531951,20220308/LGBF5AE07HR240463-vin_ios_1646723892202_16503.jpg,LGBF5AE07HR240463,28790,2022-03-08 15:18:15,"东风汽车有限公司制造
 辆识别代号：
 LGBF5AE07HR240463
 制造国：
 中国
 品牌：东风日产牌
 发动机型号：MR20
 整车型号：DFL7203VBL2
 发动机最大净功率：102kW
 发动机排量：1.997L
 1870kg
 最大允许总质量：
 乘坐人数：5人
 制造年月：2017年01月
 出厂编号：175742
 适用型式：BDRALCZLSSEXACA-B
 车体色内饰：G41C
 GBE5AFO7HR2404",4000
2531950,20220308/LVSHDAAC8CN543001-vin_ios_1646723894568_27522.jpg,LVSHDAAC8CN543001,26852,2022-03-08 15:18:15,"中国·长安福特马自达汽车有限公司制造
 ☆LVSHDAAC8CN543001☆
 品牌马自达牌
 型号
 发动机型号
 CAF7209B
 发动机排量/额定功率2.0L/110kW
 LF
 最大设计总质量
 制造年月2012-04
 1835kg
 乘座人数5",4000
2531949,20220308/LDCB13249F2446776-vin_android_1646723890121_83828db2141549239426fbaee7be3f6a.jpg,LDCB13249F2446776,8303,2022-03-08 15:18:10,"中国神龙汽车有限公司制造
 东风标致牌
 LDCB13249F2446776
 车型号
 DC7167TSAB
 发动机型号
 10UF01 5G02
 发动机排量
 1598
 ml
 123
 发动机最大净功率
 kW
 最大允许总质量
 1989
 kg
 乘坐人数5
 制造年月201511
 备件组号
 14256UW30049
 按PSA.标致.雪铁龙许可证制造",4000
2531948,20220308/LFC3A3BB76Y129133-vin_android_1646723884307_f9a7b57c4f7e47af80efa71952ce91a9.jpg,LFC3A3BB76Y129133,0,2022-03-08 15:18:10,"品牌：雪佛兰
 整车型号：SGM7154EAA1
 发动机型号：LFV
 发动机排量：1.490L
 制造年月：16-11
 发动机最大净功率：120kW
 乘坐人数：5
 中国
 最大允许总质量
 1960kg",4090
2531947,20220308/LFPH3ACC3A1A05195-vin_android_1646723887473_c2c69d8d12ed4d769b23655f97060a2e.jpg,LFPH3ACC3A1A05195,6887,2022-03-08 15:18:09,"制造国：中国
 生产厂：中国第一汽车集团公司
 制造
 车辆识别代码：LFPH3ACC3A1A05195
 品牌：红旗牌
 整车型号：CA7165AT3
 最大设计总质量：1775kg
 乘座人数：5
 发动机型号：BWH
 发动机最大净功率：76KW
 发动机排量：1.595L
 生产日期：2010年1月",4090
2531946,20220308/LE4TG4HB8FL031732-vin_android_1646723888479_c929a0234d1a4a3b8a9a6137b9fc0904.jpg,LE4TG4HB8FL031732,5869,2022-03-08 15:18:09,"北京奔驰汽车有限公司制造
 MADE BYBEUING BENZAUTOMOTIVECO.
LTD
 整车标志
 乘坐人数
 GLA220 4MATIC
 mark
 seats
 发动机型号
 制造年月
 2015/10
 builtdate
 270920
 enginetype
 整车型号
 Mercedes-Benz
 发动机最大净功率
 BJ6447FEA
 135kW
 model
 engine power
 梅赛德斯-奔驰
 最大允许总质量
 发动机排量
 1990kg
 GVW
 ED1.0%
 9
 eng.displ
 1991ml
 中国制造
 车辆识别号
 LE4TG4HB8FL031732
 VIN",4090
2531945,20220308/LJDRAA125F0024716-vin_ios_1646723842740_12144.jpg,LJDRAA125F0024716,28090,2022-03-08 15:18:08,"制造国：
 东风悦达起亚汽车有限公司
 中国
 KIN
 车辆识别代号（VIN）
 制造年月：
 品牌：
 LJDRAA125F0024716
 最大允许总质量：
 起亚
 2015/07
 1830kg
 整车型号：
 乘坐人数：
 最大净功率：
 5人
 YQZ6421AM
 /排量
 发动机型号
 91.6kW
 1591ml
 G4FG",4000
2531944,20220308/LNBMDBAH7HR865645-vin_android_1646723886819_0a93fa6f287d4bd38184a6e35669a5a4.jpg,LNBMDBAH7HR865645,0,2022-03-08 15:18:08,"中国
 北京汽车股份有限公司
 制造
 车辆识别代码
 LNBMDBAH7HR865645
 品牌：北京牌
 整车型号：BJ6470M5NMB
 发动机型号：A151
 发动机最大净功率：82kw
 发动机排量：1499ml
 最大允许总质量：2045kg
 乘坐人数：
 制造年月：2017年09月",4090
2531943,20220308/LHGCM462952005555-vin_android_1646723883011_10d1e0bbf71f4854b7da2276e112a2d8.jpg,LHGCM462952005555,0,2022-03-08 15:18:08,"中国件
 制号
 
 
 AI
 车车
 日牌
 T0719F
 5H7
 0ll
 20007
 国大工
 C
 7C679l
 60/81
 M
 CCC007
 07
 J31A-T
 国
 L0C
 东国国工有有车业用有",4135
2531942,20220308/LZWADAGAXFB370945-vin_android_1646723885378_2751ff5d089644cc934e899f31d7a7da.jpg,LZWADAGAXFB370945,2234,2022-03-08 15:18:06,"整车型号
 LZW6462ABF
 2
 车辆识别代号
 LZWADAGAXFB370945
 制
 造国中国
 牌宝骏牌
 品
 最大允许总质量1900kg
 7
 乘员数
 L2B
 发动机最大净功率78kW
 发动机型号
 制造年月2015/05
 发动机排量1.485L
 上汽通用五菱汽车股份有限公司",4090
2531941,20220308/INVALID_VIN-vin_android_1646723881480_1983dce54ad44e69b9fe12d1029f1e67.jpg,INVALID_VIN,0,2022-03-08 15:18:04,"载号
 7奔
 三共月机造
 生产板
 徽猎豹汽车有限公司制
 
 天
 猎豹牌
 车型
 制
 4号W04
 发动机型号
 大净功率
 制
 KW
 总质量
 发动机排量
 车
 kg
 乘坐人数
 车号
 1
 0
 1
 4
 2022.03.0815:17",4000
2531940,20220308/LSGKE54H0HW225376-vin_android_1646723883117_75ac4528a4c44a7fbadf95a25a904bcc.jpg,LSGKE54H0HW225376,0,2022-03-08 15:18:04,"W225376
 整车型号：
 SGM7151LAAB
 品牌：别克
 制造年月：217年04月
 发动机型号：
 ：L2B
 乘坐人数
 允许总质量
 发动机排量
 1.485
 动机最大净功率：81kW
 1690kg
 中国上汽通用汽车有限公司制造",4000
2531939,20220308/LSGVS54ZX6Y084381-vin_android_1646723881113_197d4de693c04eaea65f6adc97f906fa.jpg,LSGVS54ZX6Y084381,0,2022-03-08 15:18:04,"CHEVRO
 江雪佛兰
 MODEL
 SGM7201SE
 AT
 最大设计总质
 1925
 发动机排量
 ROSSWEIGHT
 98
 kg
 7
 L乘坐人数
 5
 发动机型号
 T20SED
 出厂日期及编号
 06-07
 文动机额定功率
 94
 RATED ENGINE FOWE
 kW
 SGVS547
 6Y08438
 上厂
 中国
 牌
 通用东岳汽
 RODUCED BY CHINA SHANGHAI GENERAL MOTORS DONGYUE AUTOMOTIVE CORP LTD
 日代
 制造牌",4090
2531938,20220308/LVRHDFALXGN464143-vin_android_1646723879513_874842d3e6dd485991e27c706347415b.jpg,LVRHDFALXGN464143,26835,2022-03-08 15:18:01,"中国·长安马自达汽车有限公司制造
 ☆LVRHDFALXGN464143
 品牌马自达牌型号
 ☆
 发动机型号
 CAM7150A5
 发动机排量/最大净功率
 P5
 最大允许总质量
 11.5L/86
 制造年月2016-03
 kW
 1820kg
 乘坐人数5",4000
2531937,20220308/JTEBX9FJ6GK241516-vin_android_1646723876957_a27e53d322b24fb489c7509368d9a7cf.jpg,JTEBX9FJ6GK241516,0,2022-03-08 15:18:01,"品牌：陆地迎洋航霸道（LAND CRUISER PRADO
 整车型号：LANDCRUISER PRAD02700
 车辆识别代号：JTEBX9FJ6GK241516
 发动机型号：2TR
 发动机最大净功率（kW）：120
 发动机排量：2694ml
 最大允许总质量（kg）：2850
 乘坐人数：7人
 生产厂：哈里森汽车公司
 制造国：阿联酋
 制造年月：2016.01",4090
2531936,20220308/L2CCA2BG3GG346163-vin_ios_1646723877266_94395.jpg,L2CCA2BG3GG346163,0,2022-03-08 15:18:00,"识别代码
 2BG3GG346163
 ROVER）
 座型
 力机型号/排量/最
 AW
 乘
 总质量
 月
 引质量
 车",4000
2531935,20220308/LZWCBAGA6C7140249-vin_android_1646723870742_d83901d6d11c400d977eba3d2b99ce19.jpg,LZWCBAGA6C7140249,32178,2022-03-08 15:17:55,"型号
 LZW1029SBFA
 五菱汽车
 MODEL
 最大设计总质量
 1950
 整备质量
 1135
 GROSS WEIGHT
 kg
 KERB MASS
 kg
 发动机额定功率
 60.5
 发动机型号
 LAQ
 RATED POWER
 k
 ENGINE MODEL
 制造年月
 乘员数
 2012/07
 5
 DATE
 SEATS
 LWCBAGA6C7140249
 中国上汽通用五菱汽车股份有限公司制
 SAIC GM WULING AUTOMOBIE
 机号",4000
2531934,20220308/LSGJA52PX8H138896-vin_android_1646723872511_cf0524650c1c4a13ba30ea7ad1bc65cd.jpg,LSGJA52PX8H138896,8628,2022-03-08 15:17:54,"BUICK
 别克
 型
 最大设计总质量
 号
 MODEL
 SGM7183MTA
 GROSS WEIGHT
 1708
 发动机排量
 乘坐人数
 kg
 5
 DISPLACEMENT
 SEATS
 1.799
 出厂日期及编号
 发动机型号
 PRODUCTION DATE & VIN
 ENGINE MODEL
 08-07
 T18SED
 发动机额定功率
 LSGJA52PX8H138896
 RATED ENGINE POWER
 88
 中国
 上海通用汽车有限公司制造
 PRODUCED BY CHINA SHANGHAI GENERAL MOTORS CORP.LTD.",4270
2531933,20220308/LVZA43F95GC530414-vin_android_1646723867306_139a6924110f445fa948d0205e57596a.jpg,LVZA43F95GC530414,43497,2022-03-08 15:17:54,"东风小康汽车有限公公司
 DFSK MOTOR CO.
LTD.
 中国制造
 品牌与型号东风牌DXK6440AF2F
 MADE IN CHINA
 车辆识别代码：LVZA43F95GC530414
 发动机型号DK15
 发动机排量1499ml
 发动机最大净功率82kW
 最大允许总质量：1835kg
 乘坐人数7人制造年月2016/02
 型自编号F503车型品种代码
 型配置状态码83E1395W337000",4000
2531932,20220308/INVALID_VIN-vin_android_1646723856997_d938bbcb013d451abddb74572a16a990.jpg,INVALID_VIN,0,2022-03-08 15:17:51,"0/0W
 MAOR
 国
 生
 国
 载
 AGGALI
 288L0396X339501
 M
 J4
 NIASAIINOTOOOOIA
 J30KNI5N
 80/0L
 DESSS
 限日
 号产
 SVAS
 LNANOIASI
 LH5IAMSSA
 1
 5
 2X992
 识工号
 驱马国
 T300W
 
 SAA
 号",4270
2531931,20220308/LVHRD777055008271-vin_android_1646723866762_74e4b21efeb248e4915c2d25dece540f.jpg,LVHRD777055008271,0,2022-03-08 15:17:48,"东风本田汽车有限公司
 LVHRD777055008271
 发动机型号
 额定功率118kW
 41
 型号DHW6464（CR-V2.4 i-VTECM）
 品牌思威（CR-V）
 最大设计总质量
 制造国中国
 乘坐人数5
 制造年月2005",4000
2531930,20220308/JF1SJ52D0JG371547-vin_ios_1646723865775_18586.jpg,JF1SJ52D0JG371547,0,2022-03-08 15:17:48,"品牌 斯巴鲁
 SUBARU
 乘坐人数
 5
 1
 1
 JF1SJ52D0JG371547
 2015
 车辆识别代号
 7
 最大允许总质量
 SJ58CAT
 整车型号
 110
 K
 发动机最大净功率
 FB20
 1995
 发动机型号
 7
 发动机排量
 2017/10
 制造年月
 制造国
 日本
 群马制作所 岛工厂
 株式会社斯巴鲁
 厂名
 3
 SJ5EL8C
 Bsl
 0JG371547
 1
 1号
 Co4
 1
 issien Tyol",4000
2531929,20220308/LSVNV4185EN056512-vin_android_1646723865210_ac61d268e3b74a25bab7130b4c18390d.jpg,LSVNV4185EN056512,0,2022-03-08 15:17:47,"大众汽车（VOLKSWAGEN
 车辆型号
 SVW7167BMD
 乘坐人数
 发动机型号CSR
 发动机排量
 1.6L
 最大允许总质量1775kg
 制造年月2014.04
 发动机最大净功率
 81kW
 车辆识别代号
 制造国中国
 LSVNV4185EN056512
 上海大众汽车有限公司",4000
2531928,20220308/WDCCB5EE7DA163649-vin_android_1646723864977_97de462adeda416ab4a4e6a913136bd5.jpg,WDCCB5EE7DA163649,0,2022-03-08 15:17:46,"戴姆勒股份公司图斯卡鲁萨制造
 MADE BY DAIMLER AG IN TUSCALOOSA
 整车型号
 乘坐人数
 model
 R300
 seats
 7
 发动机型号
 制造年月
 engine type
 272945
 built date 2013/02
 Benz
 发动机最大净功率
 型式
 菱造-奔驰
 engine power 180kW
 type
 发动机排量
 251154
 最大允许总质量
 1
 eng.displ
 2996 CC
 WDCCB5EE7DA163649
 GVW
 2950kg
 美国制造
 Made in USA",4000
2531927,20220308/YV1FW40C7F1251587-vin_ios_1646723857170_49773.jpg,YV1FW40C7F1251587,0,2022-03-08 15:17:45,"IONN
 沃尔沃汽车有限公司哥德堡工厂制造
 制造国：瑞典
 YV1FW40C7F1251587
 品牌：沃尔沃（VOLVO）牌
 型号：V60T5FW40CD1
 发动机型号：B4204T11
 排量：1969L
 乘坐人数：5
 最大净功率：180kW
 制造年月：2014-12
 最大允许总质量2160kg
 707-46
 VOEVO
 51
 31416272",4270
2531926,20220308/LNBSCU3H6JR057148-vin_android_1646723861829_8ad78d715c7c4536aa2a0e1d27531d08.jpg,LNBSCU3H6JR057148,5182,2022-03-08 15:17:43,"中国北京汽车股份有限公司制造
 VIN：LNBSCU3H6JR057148
 整车型号：
 北京牌
 BJ7000U3D7-BEV
 品牌：
 TZ220XS420
 乘坐人数：5人
 驱动电机型号：
 整车整备质量：
 驱动电机峰值功率：80kW
 1480kg
 V
 最大允许总质量：1880kg
 动力电池系统额定电压：332
 动力电池系统额定容量：145
 Ah制造年月：2018年07月",4000
